task,fold_id,repeat,fold,fs,clf,tuned,k,params,inner_auc,acc,f1,auc,cm
binary,4,0,4,none,LASSO,False,4968,"{""C"": 1.0}",,0.5714285714285714,0.5714285714285714,0.6481481481481481,"[[6, 6], [3, 6]]"
binary,4,0,4,none,RF,True,4968,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.6705630970336852,0.6666666666666666,0.4615384615384615,0.7546296296296295,"[[11, 1], [6, 3]]"
binary,4,0,4,none,RF,False,4968,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.6666666666666666,0.4615384615384615,0.7037037037037036,"[[11, 1], [6, 3]]"
binary,4,0,4,none,SVM,True,4968,"{""C"": 0.1, ""gamma"": 0.001}",0.6270739064856712,0.5714285714285714,0.0,0.4814814814814814,"[[12, 0], [9, 0]]"
binary,4,0,4,none,SVM,False,4968,"{""C"": 1.0, ""gamma"": ""scale""}",,0.5714285714285714,0.0,0.5740740740740741,"[[12, 0], [9, 0]]"
binary,4,0,4,anova,LR,True,500,"{""C"": 0.01}",0.685646053293112,0.7142857142857143,0.7,0.6018518518518519,"[[8, 4], [2, 7]]"
binary,4,0,4,anova,LR,False,50,"{""C"": 1.0}",,0.5238095238095238,0.5454545454545454,0.6481481481481481,"[[5, 7], [3, 6]]"
binary,4,0,4,anova,LASSO,True,10,"{""C"": 5}",0.6441679235796883,0.6666666666666666,0.5882352941176471,0.7592592592592593,"[[9, 3], [4, 5]]"
binary,4,0,4,anova,LASSO,False,50,"{""C"": 1.0}",,0.5714285714285714,0.6086956521739131,0.7222222222222222,"[[5, 7], [2, 7]]"
binary,4,0,4,anova,RF,True,200,"{""max_depth"": 10, ""min_samples_leaf"": 1}",0.6918049270990446,0.7142857142857143,0.6666666666666666,0.7361111111111112,"[[9, 3], [3, 6]]"
binary,4,0,4,anova,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7619047619047619,0.7058823529411765,0.6944444444444444,"[[10, 2], [3, 6]]"
binary,4,0,4,anova,SVM,True,10,"{""C"": 10, ""gamma"": ""scale""}",0.6823780794369029,0.6190476190476191,0.4285714285714285,0.6111111111111112,"[[10, 2], [6, 3]]"
binary,4,0,4,anova,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.6666666666666666,0.631578947368421,0.611111111111111,"[[8, 4], [3, 6]]"
binary,4,0,4,mi,LR,True,500,"{""C"": 0.01}",0.684514831573655,0.6666666666666666,0.5882352941176471,0.6388888888888888,"[[9, 3], [4, 5]]"
binary,4,0,4,mi,LR,False,50,"{""C"": 1.0}",,0.6666666666666666,0.5333333333333333,0.7407407407407407,"[[10, 2], [5, 4]]"
binary,4,0,4,mi,LASSO,True,500,"{""C"": 5}",0.7003519356460534,0.3809523809523809,0.3809523809523809,0.4722222222222222,"[[4, 8], [5, 4]]"
binary,4,0,4,mi,LASSO,False,50,"{""C"": 1.0}",,0.6190476190476191,0.5,0.6851851851851851,"[[9, 3], [5, 4]]"
binary,4,0,4,mi,RF,True,500,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.7078934137757668,0.5714285714285714,0.4705882352941176,0.6296296296296295,"[[8, 4], [5, 4]]"
binary,4,0,4,mi,RF,False,50,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7619047619047619,0.6666666666666666,0.8055555555555556,"[[11, 1], [4, 5]]"
binary,4,0,4,mi,SVM,True,500,"{""C"": 100, ""gamma"": 0.0001}",0.6907993966817497,0.6190476190476191,0.5,0.5833333333333334,"[[9, 3], [5, 4]]"
binary,4,0,4,mi,SVM,False,50,"{""C"": 1.0, ""gamma"": ""scale""}",,0.6190476190476191,0.5,0.6759259259259259,"[[9, 3], [5, 4]]"
binary,5,1,0,none,LR,True,4968,"{""C"": 0.01}",0.5667735042735043,0.5454545454545454,0.5,0.5299145299145299,"[[7, 6], [4, 5]]"
binary,5,1,0,none,LR,False,4968,"{""C"": 1.0}",,0.5909090909090909,0.5263157894736842,0.5213675213675214,"[[8, 5], [4, 5]]"
binary,5,1,0,none,LASSO,True,4968,"{""C"": 0.1}",0.6092571644042232,0.6818181818181818,0.5882352941176471,0.7350427350427351,"[[10, 3], [4, 5]]"
binary,5,1,0,none,LASSO,False,4968,"{""C"": 1.0}",,0.5454545454545454,0.5,0.5982905982905983,"[[7, 6], [4, 5]]"
binary,5,1,0,none,RF,True,4968,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.6563442684766214,0.8181818181818182,0.75,0.811965811965812,"[[12, 1], [3, 6]]"
binary,5,1,0,none,RF,False,4968,"{""max_depth"": 10, ""min_samples_leaf"": 5}",,0.7727272727272727,0.6666666666666666,0.8034188034188033,"[[12, 1], [4, 5]]"
binary,5,1,0,none,SVM,True,4968,"{""C"": 0.1, ""gamma"": 0.0001}",0.6222976370035194,0.5909090909090909,0.0,0.5641025641025641,"[[13, 0], [9, 0]]"
